NewID,content,x1,y1,x2,y2,imageHeight,imageWidth,label
11.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/dcc9b187-29fe-4734-83f4-3bc7ad117457___1f913f304d4265684fea960106d1132a_when-families-live-together_featuredImage.jpg.jpeg,0.298275862,0.441717791,0.418965517,0.653374233,326,580,No Mask
12.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/dcc9b187-29fe-4734-83f4-3bc7ad117457___1f913f304d4265684fea960106d1132a_when-families-live-together_featuredImage.jpg.jpeg,0.636206897,0.423312883,0.736206897,0.610429448,326,580,No Mask
13.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ca2f5aa-83cf-4348-8241-d98a0cf9e2e7___2a63b028915ebd600062f8a552ba097c.jpg.jpeg,0.486,0.046,0.678,0.272,500,500,No Mask
14.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ca2f5aa-83cf-4348-8241-d98a0cf9e2e7___2a63b028915ebd600062f8a552ba097c.jpg.jpeg,0.374,0.524,0.542,0.794,500,500,No Mask
15.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/45ffc4ac-e24f-4239-b4cc-8dbe597f629a___2B67CA8F00000578-3199800-image-a-1_1439712734572.jpg.jpeg,0.097791798,0.06162465,0.312302839,0.422969188,357,634,No Mask
16.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/45ffc4ac-e24f-4239-b4cc-8dbe597f629a___2B67CA8F00000578-3199800-image-a-1_1439712734572.jpg.jpeg,0.304416404,0.033613445,0.466876972,0.406162465,357,634,No Mask
17.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/45ffc4ac-e24f-4239-b4cc-8dbe597f629a___2B67CA8F00000578-3199800-image-a-1_1439712734572.jpg.jpeg,0.416403785,0.481792717,0.559936909,0.787114846,357,634,No Mask
18.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/45ffc4ac-e24f-4239-b4cc-8dbe597f629a___2B67CA8F00000578-3199800-image-a-1_1439712734572.jpg.jpeg,0.515772871,0.212885154,0.684542587,0.579831933,357,634,No Mask
19.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/45ffc4ac-e24f-4239-b4cc-8dbe597f629a___2B67CA8F00000578-3199800-image-a-1_1439712734572.jpg.jpeg,0.67192429,0.022408964,0.80126183,0.403361345,357,634,No Mask
20.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d5f6e7eb-f17d-4bed-872b-17a43366ba17___2-hd9pmj.jpg.jpeg,0.46875,0.271111111,0.565,0.462222222,450,800,No Mask
21.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5b6d8f2e-ae21-44ae-bcf1-19d8e8e98b65___3c4f3c819d8771e425ba09462ce2148e--funny-man-so-funny.jpg.jpeg,0.136,0.324561404,0.4704,0.555555556,1026,625,No Mask
22.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5b6d8f2e-ae21-44ae-bcf1-19d8e8e98b65___3c4f3c819d8771e425ba09462ce2148e--funny-man-so-funny.jpg.jpeg,0.5552,0.70662768,0.8608,0.848927875,1026,625,No Mask
23.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/93927e0d-c774-49b6-8c4d-a299d00a58e8___3d---4K---2D-HD-DTS-ATMOS-4000--MOVIES---9632354635-FIRST-CONFIRM-VB201705171774173-ak_WBP638920203-1524385027.jpeg,0.130434783,0.025547445,0.385869565,0.229927007,274,184,No Mask
24.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/93927e0d-c774-49b6-8c4d-a299d00a58e8___3d---4K---2D-HD-DTS-ATMOS-4000--MOVIES---9632354635-FIRST-CONFIRM-VB201705171774173-ak_WBP638920203-1524385027.jpeg,0.614130435,0.094890511,0.929347826,0.383211679,274,184,No Mask
25.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/28242218-0c0c-4530-8095-504ef6ba5c78___4.jpg.jpeg,0.48,0.103857567,0.771666667,0.679525223,337,600,No Mask
26.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfbdca44-4614-4cea-a0fa-e30a31b663d2___4ac2f735-8419-4c89-910e-a9e6174f3017-1.jpg.jpeg,0.046296296,0.163541667,0.203703704,0.298958333,960,648,No Mask
27.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfbdca44-4614-4cea-a0fa-e30a31b663d2___4ac2f735-8419-4c89-910e-a9e6174f3017-1.jpg.jpeg,0.319444444,0.1375,0.557098765,0.295833333,960,648,No Mask
28.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfbdca44-4614-4cea-a0fa-e30a31b663d2___4ac2f735-8419-4c89-910e-a9e6174f3017-1.jpg.jpeg,0.564814815,0.1875,0.714506173,0.305208333,960,648,No Mask
29.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfbdca44-4614-4cea-a0fa-e30a31b663d2___4ac2f735-8419-4c89-910e-a9e6174f3017-1.jpg.jpeg,0.716049383,0.209375,0.833333333,0.30625,960,648,No Mask
30.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/bfbdca44-4614-4cea-a0fa-e30a31b663d2___4ac2f735-8419-4c89-910e-a9e6174f3017-1.jpg.jpeg,0.822530864,0.23125,0.942901235,0.317708333,960,648,No Mask
31.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49d8b065-f074-4f93-9f72-85c117ca6877___05-families-fighting-for-change-vogue-february-2018.jpg.jpeg,0.027709861,0.103571429,0.172779136,0.380952381,3423,5000,No Mask
32.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49d8b065-f074-4f93-9f72-85c117ca6877___05-families-fighting-for-change-vogue-february-2018.jpg.jpeg,0.200488998,0.220238095,0.315403423,0.48452381,3423,5000,No Mask
33.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49d8b065-f074-4f93-9f72-85c117ca6877___05-families-fighting-for-change-vogue-february-2018.jpg.jpeg,0.530562347,0.116666667,0.667481663,0.405952381,3423,5000,No Mask
34.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49d8b065-f074-4f93-9f72-85c117ca6877___05-families-fighting-for-change-vogue-february-2018.jpg.jpeg,0.676446618,0.29047619,0.768541157,0.491666667,3423,5000,No Mask
35.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/49d8b065-f074-4f93-9f72-85c117ca6877___05-families-fighting-for-change-vogue-february-2018.jpg.jpeg,0.778321108,0.177380952,0.917685412,0.421428571,3423,5000,No Mask
36.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/be506eb0-d5a8-432e-8a88-6f262af39484___05HelpingFamiliesGetAhead_0.jpg.jpeg,0.242686891,0.144208038,0.3531961,0.364066194,642,1400,No Mask
37.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/be506eb0-d5a8-432e-8a88-6f262af39484___05HelpingFamiliesGetAhead_0.jpg.jpeg,0.3531961,0.349881797,0.462621885,0.643026005,642,1400,No Mask
38.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/be506eb0-d5a8-432e-8a88-6f262af39484___05HelpingFamiliesGetAhead_0.jpg.jpeg,0.499458288,0.413711584,0.628385699,0.68321513,642,1400,No Mask
39.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/be506eb0-d5a8-432e-8a88-6f262af39484___05HelpingFamiliesGetAhead_0.jpg.jpeg,0.639219935,0.106382979,0.735644637,0.36643026,642,1400,No Mask
40.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/80c7d616-ed44-4b15-9a35-0c60641cc5e4___5_job_interview_movie_scenes.jpg.jpeg,0.638956805,0.156862745,0.723716381,0.406417112,878,1920,No Mask
41.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/80c7d616-ed44-4b15-9a35-0c60641cc5e4___5_job_interview_movie_scenes.jpg.jpeg,0.540342298,0.274509804,0.622656887,0.456327986,878,1920,No Mask
42.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a7417de6-d3d2-469f-872c-8445add6bbe4___5a0bcde9a83fcd89048b464e-750-375.jpg.jpeg,0.262666667,0.082666667,0.397333333,0.389333333,375,750,No Mask
43.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a7417de6-d3d2-469f-872c-8445add6bbe4___5a0bcde9a83fcd89048b464e-750-375.jpg.jpeg,0.498666667,0.050666667,0.597333333,0.261333333,375,750,No Mask
44.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a7417de6-d3d2-469f-872c-8445add6bbe4___5a0bcde9a83fcd89048b464e-750-375.jpg.jpeg,0.677333333,0.112,0.790666667,0.368,375,750,No Mask
45.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c8cc5f4f-6684-443f-8f41-622e780fb59e___5b2d5ccb1a0000c504ce261f.jpeg,0.218851571,0.167202572,0.309859155,0.308681672,3396,5040,No Mask
46.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/c8cc5f4f-6684-443f-8f41-622e780fb59e___5b2d5ccb1a0000c504ce261f.jpeg,0.660888407,0.207395498,0.736728061,0.340836013,3396,5040,No Mask
47.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4379b57c-a6e2-449a-8fb7-d58153da5b3b___5c8670b4917b6d7efe68c4f73042f96f.jpg.jpeg,0.306608884,0.134874759,0.364030336,0.242774566,720,1280,No Mask
48.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/584e1406-faf8-4613-9e9d-4e79620a2f44___6c9f5fafffdf652e5bbf672fd355e4de.jpg.jpeg,0.421746293,0.036243822,0.535420099,0.18616145,607,607,No Mask
49.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/584e1406-faf8-4613-9e9d-4e79620a2f44___6c9f5fafffdf652e5bbf672fd355e4de.jpg.jpeg,0.477759473,0.594728171,0.635914333,0.744645799,607,607,No Mask
50.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/14d82e7b-17b5-48ed-b755-777921f8fe58___07d4fe77dce1c871944c80c3f5596b5c--funny-movie-quotes-funny-movies.jpg.jpeg,0.394545455,0.138190955,0.685454545,0.625628141,398,550,No Mask
51.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5dcb5230-c3d2-4f78-8c9a-37c35e852289___7c9e84ab6a1d7cd45032c69f612893bc--the-train-cousin.jpg.jpeg,0.497916667,0.208333333,0.785416667,0.688888889,360,480,No Mask
52.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b4bf497b-42df-46ee-a039-34804a1992c1___7e09d2b84-1.jpg.jpeg,0.108333333,0.180555556,0.372916667,0.408333333,360,480,No Mask
53.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/98c726f1-44ef-42b7-99ef-ce14f4bfb6ff___08slid1.jpg.jpeg,0.79047619,0.199481865,0.899047619,0.373056995,386,525,No Mask
54.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/98c726f1-44ef-42b7-99ef-ce14f4bfb6ff___08slid1.jpg.jpeg,0.11047619,0.14507772,0.259047619,0.305699482,386,525,No Mask
55.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/084f7266-e971-4057-b089-f396296bcc3c___10-coverfield-lane-275x350.jpg.jpeg,0.225454545,0.371428571,0.494545455,0.797142857,350,275,No Mask
56.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/084f7266-e971-4057-b089-f396296bcc3c___10-coverfield-lane-275x350.jpg.jpeg,0.421818182,0.522857143,0.752727273,0.862857143,350,275,No Mask
57.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.063333333,0.115,0.203333333,0.3425,400,600,No Mask
58.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.216666667,0.3275,0.27,0.46,400,600,No Mask
59.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.395,0.08,0.501666667,0.2625,400,600,No Mask
60.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.875,0.1475,0.966666667,0.3475,400,600,No Mask
61.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.74,0.545,0.868333333,0.69,400,600,No Mask
62.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e5389def-c898-4bd1-b7ca-bf0dfd226ef8___12familyseparation-sub-articleLarge.jpg.jpeg,0.651666667,0.22,0.696666667,0.305,400,600,No Mask
63.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df785cd1-117c-4e3d-a607-2690f8a1b397___0013.jpg.jpeg,0.49,0.202857143,0.58,0.417142857,350,600,No Mask
64.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6baf0532-4198-4404-b262-d483b79ec960___13_Favorite_Memorable_Movie_Scenes_Misery.jpg.jpeg,0.335,0.153333333,0.6825,0.753333333,300,400,No Mask
65.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/66fab77d-5908-4760-a3d6-eb29886cf4ec___014a8f16-c5ce-43fc-bf88-a4950cac2394.jpg.jpeg,0.31,0.134285714,0.427142857,0.245714286,700,700,No Mask
66.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/66fab77d-5908-4760-a3d6-eb29886cf4ec___014a8f16-c5ce-43fc-bf88-a4950cac2394.jpg.jpeg,0.5,0.645714286,0.632857143,0.795714286,700,700,No Mask
67.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4cd25046-dd87-464c-b619-fe8e8903c918___14-scenes-from-movies-and-tv-that-made-us-cry-in--2-28533-1513793846-10_dblbig.jpg.jpeg,0.28,0.026506024,0.8096,0.951807229,415,625,No Mask
68.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4d8d9740-8905-49a1-bd07-03d508b2ff7f___16best-scenes14.jpg.jpeg,0.640298507,0.056300268,0.817910448,0.386058981,373,670,No Mask
69.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4d8d9740-8905-49a1-bd07-03d508b2ff7f___16best-scenes14.jpg.jpeg,0.326865672,0.206434316,0.474626866,0.485254692,373,670,No Mask
70.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4d8d9740-8905-49a1-bd07-03d508b2ff7f___16best-scenes14.jpg.jpeg,0.108955224,0.260053619,0.244776119,0.55227882,373,670,No Mask
71.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/130f1009-0a91-4c2f-b4ee-6b8453a6534a___17de631fb19a739677253ce30453c38d--famous-movie-scenes-iconic-movies.jpg.jpeg,0.3390625,0.163541667,0.5375,0.323958333,960,640,No Mask
72.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/130f1009-0a91-4c2f-b4ee-6b8453a6534a___17de631fb19a739677253ce30453c38d--famous-movie-scenes-iconic-movies.jpg.jpeg,0.5453125,0.205208333,0.6828125,0.333333333,960,640,No Mask
73.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e53eb4ea-9e38-4f94-a102-529a878b1fbd___18q0dngvi7ic2jpg.jpg.jpeg,0.3725,0.274626866,0.5425,0.728358209,335,800,No Mask
74.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/33017740-60d0-436a-9d05-2e59772ce471___19c50e32afad4fb81558d57296645da8.jpg.jpeg,0.146853147,0.329159213,0.265734266,0.421288014,1118,715,No Mask
75.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/33017740-60d0-436a-9d05-2e59772ce471___19c50e32afad4fb81558d57296645da8.jpg.jpeg,0.411188811,0.288014311,0.613986014,0.409660107,1118,715,No Mask
76.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/33017740-60d0-436a-9d05-2e59772ce471___19c50e32afad4fb81558d57296645da8.jpg.jpeg,0.26993007,0.168157424,0.430769231,0.28980322,1118,715,No Mask
77.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/33017740-60d0-436a-9d05-2e59772ce471___19c50e32afad4fb81558d57296645da8.jpg.jpeg,0.73986014,0.298747764,0.890909091,0.396243292,1118,715,No Mask
78.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.070422535,0.512676056,0.24084507,0.728169014,710,710,No Mask
79.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.554929577,0.445070423,0.75915493,0.791549296,710,710,No Mask
80.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.778873239,0.487323944,0.970422535,0.777464789,710,710,No Mask
81.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.538028169,0.123943662,0.761971831,0.423943662,710,710,No Mask
82.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.74084507,0.149295775,0.901408451,0.402816901,710,710,No Mask
83.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.170422535,0.284507042,0.350704225,0.569014085,710,710,No Mask
84.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.345070423,0.381690141,0.456338028,0.552112676,710,710,No Mask
85.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.108450704,0.101408451,0.212676056,0.233802817,710,710,No Mask
86.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2c10a7a0-c3ea-4659-a457-df45dcfd998d___19-EOY-sex-scenes.nocrop.w710.h2147483647.jpg.jpeg,0.23943662,0.104225352,0.408450704,0.222535211,710,710,No Mask
87.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1ec3874f-ed0e-42eb-8ec3-883913718979___22-reunification-migrant-families.w710.h473.jpg.jpeg,0.387323944,0.266384778,0.484507042,0.494714588,473,710,No Mask
88.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1ec3874f-ed0e-42eb-8ec3-883913718979___22-reunification-migrant-families.w710.h473.jpg.jpeg,0.518309859,0.010570825,0.635211268,0.221987315,473,710,No Mask
89.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/1ec3874f-ed0e-42eb-8ec3-883913718979___22-reunification-migrant-families.w710.h473.jpg.jpeg,0.305633803,0.238900634,0.352112676,0.315010571,473,710,No Mask
90.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6e816016-ef50-4bb9-8e09-0f4829d22c62___22-reunite-families.w710.h473.jpg.jpeg,0.161971831,0.162790698,0.287323944,0.393234672,473,710,No Mask
91.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6e816016-ef50-4bb9-8e09-0f4829d22c62___22-reunite-families.w710.h473.jpg.jpeg,0.811267606,0.059196617,0.928169014,0.243128964,473,710,No Mask
92.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/6e816016-ef50-4bb9-8e09-0f4829d22c62___22-reunite-families.w710.h473.jpg.jpeg,0.302816901,0.790697674,0.497183099,1,473,710,No Mask
93.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/21f8a760-25a7-4bd3-9764-35e86605bf42___28b85ee949e00e97b8437542d375794e.jpg.jpeg,0.0875,0.044293015,0.165625,0.206132879,587,640,No Mask
94.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/21f8a760-25a7-4bd3-9764-35e86605bf42___28b85ee949e00e97b8437542d375794e.jpg.jpeg,0.19375,0.04088586,0.3421875,0.247018739,587,640,No Mask
95.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/21f8a760-25a7-4bd3-9764-35e86605bf42___28b85ee949e00e97b8437542d375794e.jpg.jpeg,0.478125,0.032367973,0.7859375,0.371379898,587,640,No Mask
96.jpeg,http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/21f8a760-25a7-4bd3-9764-35e86605bf42___28b85ee949e00e97b8437542d375794e.jpg.jpeg,0.759375,0.599659284,0.95,0.860306644,587,640,No Mask
